,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,,,,,,,
198,536401,84744,S/6 SEW ON CROCHET FLOWERS,1,12/1/10 11:21,1.25,15862,United Kingdom,,,,,,,
199,562878,22662,LUNCH BAG DOLLY GIRL DESIGN,1,8/10/11 10:45,1.65,16241,United Kingdom,,,,,,,
200,565287,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,9/2/11 11:42,2.95,12483,Sweden,,,,,,,
201,554465,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/24/11 12:36,1.65,13534,United Kingdom,,,,,,,
202,540520,21061,PARTY INVITES FOOTBALL,1,1/9/11 12:31,0.85,17555,United Kingdom,,,,,,,
203,572763,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,10/26/11 9:54,2.95,12812,Japan,,,,,,,
204,541676,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1/20/11 14:01,1.65,15379,United Kingdom,,,,,,,
205,578463,22662,LUNCH BAG DOLLY GIRL DESIGN,10,11/24/11 12:30,1.65,12757,Portugal,,,,,,,
206,558571,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,6/30/11 14:46,2.95,17017,United Kingdom,,,,,,,
207,559499,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,7/8/11 14:22,4.13,,United Kingdom,,,,,,,
208,C555273,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,6/1/11 16:33,2.95,12708,Germany,,,,,,,
209,543474,22662,LUNCH BAG DOLLY GIRL DESIGN,4,2/8/11 15:09,1.65,14415,United Kingdom,,,,,,,
210,568645,22662,LUNCH BAG DOLLY GIRL DESIGN,20,9/28/11 11:38,1.65,12656,France,,,,,,,
211,559549,22662,LUNCH BAG DOLLY GIRL DESIGN,1,7/10/11 15:25,1.65,13230,United Kingdom,,,,,,,
212,572763,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,10/26/11 9:54,2.95,12812,Japan,,,,,,,
213,556494,22662,LUNCH BAG DOLLY GIRL DESIGN,3,6/12/11 14:57,1.65,17802,United Kingdom,,,,,,,
214,562537,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,8/5/11 15:02,2.95,12517,Germany,,,,,,,
215,553835,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/19/11 11:50,1.65,13529,United Kingdom,,,,,,,
216,544474,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2/21/11 9:52,2.95,12423,Belgium,,,,,,,
217,577106,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,11/17/11 17:18,2.95,14456,United Kingdom,,,,,,,
218,547109,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,3/21/11 11:46,2.95,12423,Belgium,,,,,,,
219,568346,22681,FRENCH BLUE METAL DOOR SIGN 6,1,9/26/11 15:28,2.46,14096,United Kingdom,,,,,,,
220,551658,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/3/11 12:13,1.65,16746,United Kingdom,,,,,,,
221,554365,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/24/11 10:22,1.65,13089,United Kingdom,,,,,,,
222,542090,22662,LUNCH BAG DOLLY GIRL DESIGN,3,1/25/11 12:39,1.65,15518,United Kingdom,,,,,,,
223,562450,22662,LUNCH BAG DOLLY GIRL DESIGN,10,8/5/11 8:40,1.65,12562,France,,,,,,,
224,553515,22681,FRENCH BLUE METAL DOOR SIGN 6,7,5/17/11 14:03,1.25,17515,United Kingdom,,,,,,,
225,561507,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,7/27/11 14:21,2.95,12397,Belgium,,,,,,,
226,538566,22662,LUNCH BAG DOLLY GIRL DESIGN,1,12/13/10 11:21,4.21,,United Kingdom,,,,,,,
227,549234,22662,LUNCH BAG DOLLY GIRL DESIGN,1,4/7/11 11:12,1.65,16515,United Kingdom,,,,,,,
228,553997,22662,LUNCH BAG DOLLY GIRL DESIGN,30,5/20/11 11:34,1.65,12656,France,,,,,,,
229,556089,21061,PARTY INVITES FOOTBALL,1,6/8/11 15:25,1.63,,United Kingdom,,,,,,,
230,567280,22662,LUNCH BAG DOLLY GIRL DESIGN,100,9/19/11 11:46,1.45,14646,Netherlands,,,,,,,
231,559549,22662,LUNCH BAG DOLLY GIRL DESIGN,1,7/10/11 15:25,1.65,13230,United Kingdom,,,,,,,
232,567892,22662,LUNCH BAG DOLLY GIRL DESIGN,10,9/22/11 15:51,1.65,15394,United Kingdom,,,,,,,
233,579094,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,11/28/11 10:56,2.95,12668,Germany,,,,,,,
234,544914,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2/24/11 15:39,1.65,16722,United Kingdom,,,,,,,
235,542648,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,1/31/11 11:46,2.95,12476,Germany,,,,,,,
236,557764,22662,LUNCH BAG DOLLY GIRL DESIGN,12,6/22/11 14:21,1.65,13089,United Kingdom,,,,,,,
237,552468,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/9/11 15:33,1.65,13141,United Kingdom,,,,,,,
238,563037,22662,LUNCH BAG DOLLY GIRL DESIGN,10,8/11/11 15:02,1.65,12362,Belgium,,,,,,,
239,561507,22662,LUNCH BAG DOLLY GIRL DESIGN,10,7/27/11 14:21,1.65,12397,Belgium,,,,,,,
240,549568,22662,LUNCH BAG DOLLY GIRL DESIGN,10,4/10/11 15:09,1.65,15665,United Kingdom,,,,,,,
241,565595,22662,LUNCH BAG DOLLY GIRL DESIGN,10,9/5/11 14:13,1.65,13192,United Kingdom,,,,,,,
242,576052,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3,11/13/11 14:48,2.95,15787,United Kingdom,,,,,,,
243,565865,22662,LUNCH BAG DOLLY GIRL DESIGN,10,9/7/11 15:07,1.65,12637,France,,,,,,,
244,547815,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,18,3/25/11 14:19,2.95,13520,Switzerland,,,,,,,
245,580872,22662,LUNCH BAG DOLLY GIRL DESIGN,3,12/6/11 12:02,1.65,18283,United Kingdom,,,,,,,
246,560891,22662,LUNCH BAG DOLLY GIRL DESIGN,10,7/21/11 17:02,1.65,15106,United Kingdom,,,,,,,
247,541265,22662,LUNCH BAG DOLLY GIRL DESIGN,2,1/16/11 16:23,1.65,17609,United Kingdom,,,,,,,
248,543900,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2/14/11 12:11,1.65,12621,Germany,,,,,,,
249,577504,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,11/20/11 12:36,2.95,14159,United Kingdom,,,,,,,
250,C555881,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,6/7/11 15:37,2.95,12473,Germany,,,,,,,
251,548289,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,3/30/11 11:48,2.95,13988,United Kingdom,,,,,,,
252,565432,22662,LUNCH BAG DOLLY GIRL DESIGN,1,9/4/11 13:16,1.65,16241,United Kingdom,,,,,,,
253,540835,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1/11/11 15:00,1.65,12724,France,,,,,,,
254,554483,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/24/11 12:57,1.65,13771,United Kingdom,,,,,,,
255,569001,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,9/29/11 17:52,2.95,12703,Germany,,,,,,,
256,555278,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,6/1/11 17:33,5.79,,United Kingdom,,,,,,,
257,540848,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,1/12/11 9:26,5.91,,United Kingdom,,,,,,,
258,539338,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,12/17/10 10:54,2.95,17404,Sweden,,,,,,,
259,550740,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,4/20/11 11:33,4.13,,United Kingdom,,,,,,,
260,571824,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,10/19/11 11:49,2.95,12472,Germany,,,,,,,
261,566520,22681,FRENCH BLUE METAL DOOR SIGN 6,1,9/13/11 11:26,1.25,17757,United Kingdom,,,,,,,
262,545842,22662,LUNCH BAG DOLLY GIRL DESIGN,10,3/7/11 13:37,1.65,15498,United Kingdom,,,,,,,
263,563288,22662,LUNCH BAG DOLLY GIRL DESIGN,20,8/15/11 12:53,1.65,12656,France,,,,,,,
264,541422,22662,LUNCH BAG DOLLY GIRL DESIGN,1,1/17/11 17:48,4.13,,United Kingdom,,,,,,,
265,537892,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,12/9/10 10:13,2.95,12481,Germany,,,,,,,
266,542369,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,1/27/11 13:08,2.95,12645,Germany,,,,,,,
267,572183,22662,LUNCH BAG DOLLY GIRL DESIGN,10,10/21/11 10:50,1.65,16153,United Kingdom,,,,,,,
268,560273,22662,LUNCH BAG DOLLY GIRL DESIGN,10,7/17/11 14:59,1.65,14895,United Kingdom,,,,,,,
269,544661,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2/22/11 13:59,2.95,15303,United Kingdom,,,,,,,
270,555107,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,5/31/11 14:14,2.95,12594,Italy,,,,,,,
271,554497,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,5/24/11 14:38,2.95,15819,United Kingdom,,,,,,,
272,554106,21061,PARTY INVITES FOOTBALL,12,5/22/11 14:05,0.85,12710,Germany,,,,,,,
273,537955,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,12/9/10 11:28,2.95,16782,United Kingdom,,,,,,,
274,556198,22662,LUNCH BAG DOLLY GIRL DESIGN,3,6/9/11 12:30,1.65,14963,United Kingdom,,,,,,,
275,547796,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,48,3/25/11 12:34,2.55,14646,Netherlands,,,,,,,
276,561507,22662,LUNCH BAG DOLLY GIRL DESIGN,10,7/27/11 14:21,1.65,12397,Belgium,,,,,,,
277,555383,22662,LUNCH BAG DOLLY GIRL DESIGN,2,6/2/11 15:13,1.65,12517,Germany,,,,,,,
278,566290,21061,PARTY INVITES FOOTBALL,1,9/11/11 15:24,0.85,14456,United Kingdom,,,,,,,
279,554992,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,5/29/11 14:08,2.95,16686,United Kingdom,,,,,,,
280,552658,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,5/10/11 14:57,2.95,14534,United Kingdom,,,,,,,
281,558368,22662,LUNCH BAG DOLLY GIRL DESIGN,10,6/28/11 15:36,1.65,14329,United Kingdom,,,,,,,
282,544495,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2/21/11 11:42,1.65,12766,Portugal,,,,,,,
283,546982,84744,S/6 SEW ON CROCHET FLOWERS,1,3/18/11 12:26,1.25,15483,United Kingdom,,,,,,,
284,552659,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,9,5/10/11 15:03,4.13,,United Kingdom,,,,,,,
285,C548731,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-624,4/4/11 10:12,2.55,12755,Japan,,,,,,,
286,553387,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,5/16/11 16:33,5.79,,United Kingdom,,,,,,,
287,575923,22662,LUNCH BAG DOLLY GIRL DESIGN,10,11/11/11 17:11,1.65,17069,United Kingdom,,,,,,,
288,552851,22662,LUNCH BAG DOLLY GIRL DESIGN,20,5/11/11 15:07,1.65,12731,France,,,,,,,
289,546105,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,3/9/11 12:21,2.95,14662,United Kingdom,,,,,,,
290,576607,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,11/15/11 15:42,2.95,12474,Germany,,,,,,,
291,539750,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,12/21/10 15:40,4.21,,United Kingdom,,,,,,,
292,563137,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,8/12/11 11:22,2.95,14534,United Kingdom,,,,,,,
293,568650,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,9/28/11 11:56,2.95,13505,Switzerland,,,,,,,
294,564187,22662,LUNCH BAG DOLLY GIRL DESIGN,2,8/23/11 15:24,1.65,15005,United Kingdom,,,,,,,
295,562537,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,8/5/11 15:02,2.95,12517,Germany,,,,,,,
296,542090,22662,LUNCH BAG DOLLY GIRL DESIGN,3,1/25/11 12:39,1.65,15518,United Kingdom,,,,,,,
297,565588,22662,LUNCH BAG DOLLY GIRL DESIGN,3,9/5/11 13:50,1.65,16918,United Kingdom,,,,,,,
298,557055,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,24,6/16/11 14:45,2.95,12621,Germany,,,,,,,
299,575602,22662,LUNCH BAG DOLLY GIRL DESIGN,1,11/10/11 12:27,1.65,17059,United Kingdom,,,,,,,
300,570667,22662,LUNCH BAG DOLLY GIRL DESIGN,20,10/11/11 14:33,1.65,12362,Belgium,,,,,,,
301,545176,22681,FRENCH BLUE METAL DOOR SIGN 6,2,2/28/11 14:19,0,,United Kingdom,,,,,,,
302,574481,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,11/4/11 12:45,2.95,18022,United Kingdom,,,,,,,
303,C548731,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-624,4/4/11 10:12,2.55,12755,Japan,,,,,,,
304,548670,22662,LUNCH BAG DOLLY GIRL DESIGN,4,4/1/11 15:37,1.65,15356,United Kingdom,,,,,,,
305,542922,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2/2/11 9:06,2.95,12682,France,,,,,,,
306,557145,22662,LUNCH BAG DOLLY GIRL DESIGN,20,6/17/11 10:43,1.65,17139,United Kingdom,,,,,,,
307,574707,22662,LUNCH BAG DOLLY GIRL DESIGN,20,11/6/11 14:08,1.65,17107,United Kingdom,,,,,,,
308,577613,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,11/21/11 10:02,2.95,14911,EIRE,,,,,,,
309,566847,22662,LUNCH BAG DOLLY GIRL DESIGN,2,9/15/11 11:57,1.65,15005,United Kingdom,,,,,,,
310,557427,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,6/20/11 12:14,2.95,12429,Denmark,,,,,,,
311,569486,84744,S/6 SEW ON CROCHET FLOWERS,2,10/4/11 12:51,1.25,15339,United Kingdom,,,,,,,
312,C548731,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-624,4/4/11 10:12,2.55,12755,Japan,,,,,,,
313,552453,22662,LUNCH BAG DOLLY GIRL DESIGN,20,5/9/11 14:10,1.65,12840,United Kingdom,,,,,,,
314,556526,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,6/13/11 11:33,2.95,12732,France,,,,,,,
315,553523,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,5/17/11 14:46,4.13,,United Kingdom,,,,,,,
316,557886,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3,6/23/11 13:39,2.95,17799,United Kingdom,,,,,,,
317,550661,22662,LUNCH BAG DOLLY GIRL DESIGN,20,4/20/11 9:20,1.65,12656,France,,,,,,,
318,538811,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,12/14/10 12:22,2.95,13178,United Kingdom,,,,,,,
319,551005,21061,PARTY INVITES FOOTBALL,1,4/26/11 9:48,1.63,,United Kingdom,,,,,,,
320,C555881,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,6/7/11 15:37,2.95,12473,Germany,,,,,,,
321,564837,22662,LUNCH BAG DOLLY GIRL DESIGN,1,8/30/11 12:40,4.13,,United Kingdom,,,,,,,
322,575331,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,11/9/11 13:52,2.95,13209,United Kingdom,,,,,,,
323,560445,22662,LUNCH BAG DOLLY GIRL DESIGN,100,7/19/11 9:08,1.45,14156,EIRE,,,,,,,
324,554699,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,5/26/11 9:17,2.95,12613,Germany,,,,,,,
325,552658,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,5/10/11 14:57,2.95,14534,United Kingdom,,,,,,,
326,550320,22662,LUNCH BAG DOLLY GIRL DESIGN,1,4/17/11 12:37,1.65,12748,United Kingdom,,,,,,,
327,563195,22662,LUNCH BAG DOLLY GIRL DESIGN,1,8/12/11 16:36,4.13,,United Kingdom,,,,,,,
328,C543830,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,2/14/11 9:54,2.95,12476,Germany,,,,,,,
329,544694,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2/23/11 9:30,1.65,17706,United Kingdom,,,,,,,
330,551820,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,5/4/11 12:11,2.95,12645,Germany,,,,,,,
331,551278,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,4/27/11 13:13,2.95,12483,Sweden,,,,,,,
332,537258,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,16,12/6/10 11:16,2.95,17227,United Kingdom,,,,,,,
333,562161,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,8/3/11 11:58,2.95,17841,United Kingdom,,,,,,,
334,542114,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,1/25/11 14:00,2.95,16943,United Kingdom,,,,,,,
335,543828,22681,FRENCH BLUE METAL DOOR SIGN 6,10,2/14/11 9:45,1.25,14156,EIRE,,,,,,,
336,564437,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,8/25/11 12:10,2.95,13320,United Kingdom,,,,,,,
337,570714,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,10/12/11 10:20,2.95,13520,Switzerland,,,,,,,
338,565234,21061,PARTY INVITES FOOTBALL,5,9/2/11 9:38,1.63,,United Kingdom,,,,,,,
339,556636,22681,FRENCH BLUE METAL DOOR SIGN 6,1,6/13/11 15:30,2.46,,United Kingdom,,,,,,,
340,571240,22662,LUNCH BAG DOLLY GIRL DESIGN,10,10/14/11 14:55,1.65,12562,France,,,,,,,
341,565917,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,9/7/11 16:15,5.79,,United Kingdom,,,,,,,
342,545412,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,15,3/2/11 12:24,2.55,15061,United Kingdom,,,,,,,
343,552874,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,5/12/11 9:40,2.95,12621,Germany,,,,,,,
344,574673,22662,LUNCH BAG DOLLY GIRL DESIGN,2,11/6/11 12:26,1.65,15555,United Kingdom,,,,,,,
345,541405,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,1/17/11 15:17,2.95,12683,France,,,,,,,
346,569331,22662,LUNCH BAG DOLLY GIRL DESIGN,10,10/3/11 13:39,1.65,16875,United Kingdom,,,,,,,
347,573601,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,10/31/11 15:24,4.13,,United Kingdom,,,,,,,
348,559607,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,7/11/11 11:39,2.95,12681,France,,,,,,,
349,546526,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,3/14/11 12:59,2.55,15061,United Kingdom,,,,,,,
350,539113,22662,LUNCH BAG DOLLY GIRL DESIGN,3,12/16/10 11:24,1.65,12494,France,,,,,,,
351,563555,22662,LUNCH BAG DOLLY GIRL DESIGN,2,8/17/11 13:21,1.65,16755,United Kingdom,,,,,,,
352,560926,21061,PARTY INVITES FOOTBALL,10,7/22/11 9:20,0.83,,United Kingdom,,,,,,,
353,574550,22662,LUNCH BAG DOLLY GIRL DESIGN,1,11/4/11 15:18,1.65,12484,Spain,,,,,,,
354,566580,22662,LUNCH BAG DOLLY GIRL DESIGN,10,9/13/11 13:46,1.65,12822,United Kingdom,,,,,,,
355,C548731,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-624,4/4/11 10:12,2.55,12755,Japan,,,,,,,
356,577504,22662,LUNCH BAG DOLLY GIRL DESIGN,4,11/20/11 12:36,1.65,14159,United Kingdom,,,,,,,
357,543097,21061,PARTY INVITES FOOTBALL,4,2/3/11 11:41,1.63,,United Kingdom,,,,,,,
358,552337,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,5/9/11 11:34,2.95,12621,Germany,,,,,,,
359,562934,22662,LUNCH BAG DOLLY GIRL DESIGN,2,8/10/11 16:56,4.13,,United Kingdom,,,,,,,
360,539338,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,12/17/10 10:54,2.95,17404,Sweden,,,,,,,
361,563476,22662,LUNCH BAG DOLLY GIRL DESIGN,20,8/16/11 15:22,1.65,17682,United Kingdom,,,,,,,
362,563903,22662,LUNCH BAG DOLLY GIRL DESIGN,5,8/21/11 11:15,1.65,17068,United Kingdom,,,,,,,
363,C564138,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,8/23/11 11:36,1.65,12753,Japan,,,,,,,
364,560120,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,7/15/11 10:27,2.95,14907,United Kingdom,,,,,,,
365,557069,22662,LUNCH BAG DOLLY GIRL DESIGN,10,6/16/11 15:22,1.65,12562,France,,,,,,,
366,580311,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,12/2/11 14:48,2.95,18245,United Kingdom,,,,,,,
367,538177,22662,LUNCH BAG DOLLY GIRL DESIGN,1,12/10/10 9:51,4.21,,United Kingdom,,,,,,,
368,545475,22662,LUNCH BAG DOLLY GIRL DESIGN,100,3/3/11 10:59,1.45,12415,Australia,,,,,,,
369,539283,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,12/16/10 15:47,2.95,14092,United Kingdom,,,,,,,
370,562560,84744,S/6 SEW ON CROCHET FLOWERS,6,8/5/11 17:12,1.25,14156,EIRE,,,,,,,
371,550500,21061,PARTY INVITES FOOTBALL,1,4/18/11 15:26,1.63,,United Kingdom,,,,,,,
372,538566,22662,LUNCH BAG DOLLY GIRL DESIGN,1,12/13/10 11:21,4.21,,United Kingdom,,,,,,,
373,546252,22662,LUNCH BAG DOLLY GIRL DESIGN,10,3/10/11 14:42,1.65,14930,Channel Islands,,,,,,,
374,550474,22681,FRENCH BLUE METAL DOOR SIGN 6,2,4/18/11 13:58,2.46,,United Kingdom,,,,,,,
375,550527,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,24,4/19/11 10:48,2.95,12476,Germany,,,,,,,
376,569132,22681,FRENCH BLUE METAL DOOR SIGN 6,3,9/30/11 13:54,1.25,17757,United Kingdom,,,,,,,
377,539437,84744,S/6 SEW ON CROCHET FLOWERS,1,12/17/10 14:54,2.51,,United Kingdom,,,,,,,
378,540835,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1/11/11 15:00,1.65,12724,France,,,,,,,
379,569329,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,10/3/11 13:03,2.95,17652,United Kingdom,,,,,,,
380,580979,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,12/6/11 15:40,2.95,12362,Belgium,,,,,,,
381,562389,21061,PARTY INVITES FOOTBALL,12,8/4/11 15:55,0.85,16531,United Kingdom,,,,,,,
382,562153,22662,LUNCH BAG DOLLY GIRL DESIGN,30,8/3/11 11:21,1.45,14088,United Kingdom,,,,,,,
383,563288,22662,LUNCH BAG DOLLY GIRL DESIGN,20,8/15/11 12:53,1.65,12656,France,,,,,,,
384,555591,22681,FRENCH BLUE METAL DOOR SIGN 6,10,6/6/11 9:59,1.25,15073,United Kingdom,,,,,,,
385,574068,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,11/2/11 14:51,2.95,12490,France,,,,,,,
386,574673,22662,LUNCH BAG DOLLY GIRL DESIGN,2,11/6/11 12:26,1.65,15555,United Kingdom,,,,,,,
387,567128,22662,LUNCH BAG DOLLY GIRL DESIGN,4,9/16/11 14:04,1.65,18055,United Kingdom,,,,,,,
388,558262,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,48,6/28/11 8:45,2.55,14646,Netherlands,,,,,,,
389,571679,22662,LUNCH BAG DOLLY GIRL DESIGN,2,10/18/11 13:41,1.65,14159,United Kingdom,,,,,,,
390,539488,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,12/20/10 9:37,2.95,12377,Switzerland,,,,,,,
391,569082,22662,LUNCH BAG DOLLY GIRL DESIGN,10,9/30/11 11:55,1.65,18229,United Kingdom,,,,,,,
392,540531,22662,LUNCH BAG DOLLY GIRL DESIGN,1,1/9/11 14:03,1.65,16549,United Kingdom,,,,,,,
393,566816,22662,LUNCH BAG DOLLY GIRL DESIGN,20,9/15/11 10:53,1.65,12731,France,,,,,,,
394,554526,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3,5/24/11 17:24,2.95,,United Kingdom,,,,,,,
395,555547,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,6/5/11 13:13,2.95,12681,France,,,,,,,
396,562161,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,8/3/11 11:58,2.95,17841,United Kingdom,,,,,,,
397,555558,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,6/5/11 14:06,2.95,14159,United Kingdom,,,,,,,
